,Title,Rank,Type,Episodes,Aired,Score
6541,Mahou Shoujo Pretty Sammy Specials,7718,Special,7,1997 - 1997,6.24
6542,Suzy's Zoo: Daisuki! Witzy,9553,TV,25,Apr 2011 - Oct 2011,5.85
6543,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,1102,TV,11,Jul 2022 - Oct 2022,7.72
6544,Geba Geba Shou Time!,10755,OVA,1,Mar 1986 - Mar 1986,5.53
6545,Mob Psycho 100 III,46,TV,12,Oct 2022 - Dec 2022,8.72
6546,Dokidoki Ghost Mansion,10941,ONA,1,Sep 2019 - Sep 2019,5.47
6547,Estab-Life: Great Escape,6478,TV,12,Apr 2022 - Jun 2022,6.49
6548,Koe no Katachi Specials,3648,Special,2,May 2017 - May 2017,7.08
6549,Anne no Nikki,5088,Movie,1,Aug 1995 - Aug 1995,6.75
6550,Uta no☆Prince-sama♪ Maji Love 2000%,3167,TV,13,Apr 2013 - Jun 2013,7.18
6551,Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,8547,ONA,13,Jul 2020 - Oct 2020,6.07
6552,Naruto: Shippuuden,282,TV,500,Feb 2007 - Mar 2017,8.26
6553,Boys Be...,6924,TV,13,Apr 2000 - Jul 2000,6.4
6554,Majutsushi Orphen Hagure Tabi,9602,TV,13,Jan 2020 - Mar 2020,5.83
6555,Zen: Grogu to Makkuro Kurosuke,8254,ONA,1,Nov 2022 - Nov 2022,6.13
6556,Harmony,4451,Movie,1,Nov 2015 - Nov 2015,6.89
6557,Memory of Red,12637,Movie,1,2004 - 2004,4.3
6558,Tiger Mask Fuku Men League Sen,8617,Movie,1,Jul 1970 - Jul 1970,6.06
6559,Shima Shima Tora no Shimajirou,8942,TV,726,Dec 1993 - Mar 2008,5.99
6560,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,6448,Movie,1,Nov 2021 - Nov 2021,6.49
6561,Tobiuo no Boy wa Byouki desu,8317,Movie,1,1982 - 1982,6.12
6562,"Kawaru Machi, Kawareru Machi, Ishinomaki feat. Jun",7714,ONA,1,Feb 2022 - Feb 2022,6.24
6563,Game Tengoku: The Game Paradise!,11173,OVA,1,Jun 1997 - Jun 1997,5.39
6564,Osaru no Sankichi: Totsugeki-tai,12519,Movie,1,Mar 1934 - Mar 1934,4.57
6565,Yowamushi Pedal: Limit Break,2188,TV,25,Oct 2022 - Mar 2023,7.38
6566,Kagejitsu!,3630,ONA,17,Oct 2022 - Feb 2023,7.09
6567,Kyoto Animation: Ajisai-hen,10507,Special,1,Jun 2011 - Jun 2011,5.6
6568,Gundam: G no Reconguista Movie III - Uchuu kara no Isan,4339,Movie,1,Jul 2021 - Jul 2021,6.92
6569,Teekyuu 3,5202,TV,12,Oct 2013 - Dec 2013,6.73
6570,Attacker You!,5141,TV,58,Apr 1984 - Jun 1985,6.74
6571,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,1419,Movie,1,Aug 2020 - Aug 2020,7.59
6572,Meimon! Daisan Yakyuu-bu,6258,TV,40,Oct 1988 - Sep 1989,6.52
6573,Itsumo Kokoro ni Ho,10864,ONA,1,Aug 2013 - Aug 2013,5.49
6574,Petit Clover Advance,6239,Special,15,Feb 2018 - Jun 2021,6.53
6575,Burn Up!,8493,OVA,1,Mar 1991 - Mar 1991,6.08
6576,"Tokyo Ghoul: ""Jack""",2541,OVA,1,Sep 2015 - Sep 2015,7.3
6577,Sankaku Mado no Sotogawa wa Yoru,5274,TV,12,Oct 2021 - Dec 2021,6.72
6578,Himitsukessha Taka no Tsume: Golden Spell,8439,TV,12,Oct 2020 - Dec 2020,6.09
6579,Ippatsu Kiki Musume,7908,TV,16,Oct 1999 - Oct 1999,6.2
6580,Super Dragon Ball Heroes: Kessen! Time Patrol vs. Ankoku Ou,9559,ONA,1,Feb 2020 - Feb 2020,5.84
6581,Mo Dao Zu Shi: Xian Yun Pian,174,ONA,8,Aug 2019 - Sep 2019,8.4
6582,Free! Eternal Summer: Kindan no All Hard!,748,Special,1,Mar 2015 - Mar 2015,7.89
6583,Stop!! Hibari-kun!,3999,TV,35,May 1983 - Jan 1984,7.01
6584,Mahjong Hishouden: Naki no Ryuu,10365,OVA,3,May 1988 - Jul 1990,5.64
6585,Oniwa no Soto,11436,ONA,2,Jun 2014 - Aug 2014,5.3
6586,Hataraku Maou-sama!,1035,TV,13,Apr 2013 - Jun 2013,7.75
6587,Miko no Tsutome!,8448,ONA,10,Dec 2018 - Feb 2019,6.09
6588,Catblue: Dynamite,9247,ONA,1,Dec 2006 - Dec 2006,5.92
6589,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,4251,Movie,1,Dec 2014 - Dec 2014,6.94
6590,Zone of the Enders: 2167 Idolo,4643,OVA,1,Feb 2001 - Feb 2001,6.85
6591,Shin Kyojin no Hoshi II,6601,TV,23,Apr 1979 - Sep 1979,6.46
6592,Minami-ke Okaeri,1566,TV,13,Jan 2009 - Mar 2009,7.55
6593,Alphard x Taka no Tsume,12240,ONA,3,Jan 2018 - Jan 2018,4.83
6594,Mahou Sensei Negima!: Introduction Film,5918,OVA,3,Aug 2004 - Mar 2005,6.59
6595,Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,8214,Movie,1,Jul 2019 - Jul 2019,6.14
6596,Reikenzan: Eichi e no Shikaku,4612,TV,12,Jan 2017 - Mar 2017,6.86
6597,Hime-chan no Ribbon,1608,TV,61,Oct 1992 - Dec 1993,7.54
6598,Hurricane Live! 2033,6160,Special,5,Jun 1990 - Jun 1990,6.54
6599,Arifureta Shokugyou de Sekai Saikyou,5365,TV,13,Jul 2019 - Oct 2019,6.7
6600,Wizardry,9960,OVA,1,Feb 1991 - Feb 1991,5.74
6601,Kubo-san wa Mob wo Yurusanai,1412,TV,12,Jan 2023 - Jun 2023,7.59
6602,Saint Seiya,1021,TV,114,Oct 1986 - Apr 1989,7.75
6603,Garakuta-doori no Stain: Epilogue,8649,OVA,1,Oct 2003 - Oct 2003,6.05
6604,Kuro no Shoukanshi,3570,TV,12,Jul 2022 - Sep 2022,7.1
6605,Hatena☆Illusion,11174,TV,12,Jan 2020 - Jun 2020,5.39
6606,Natsu ga Hajimaru.,6871,Special,1,Jul 2021 - Jul 2021,6.41
6607,Li Shi,8866,ONA,16,May 2020 - Aug 2020,6
6608,Devilman Memorial,10088,OVA,1,1999 - 1999,5.71
6609,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,9030,TV,37,Apr 2017 - Dec 2017,5.97
6610,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,3948,TV,12,Jul 2023 -,7.03
6611,Noobow: Kieta Medal,11270,OVA,1,Mar 1990 - Mar 1990,5.36
6612,Chiikawa,10104,TV,?,Apr 2022 -,5.7
6613,Anisava,10748,TV,13,Aug 2013 - Jan 2014,5.53
6614,Hanhua Riji,3104,ONA,12,Jul 2019 - Sep 2019,7.19
6615,Seisenshi Dunbine Memorial,10183,Special,3,Feb 1988 - Aug 1988,5.68
6616,Alice SOS,8718,TV,28,Apr 1998 - Jan 1999,6.03
6617,Xia Lan,9433,TV,156,Jan 2012 - Jul 2016,5.88
6618,Unico: Mahou no Shima e,3812,Movie,1,Jul 1983 - Jul 1983,7.05
6619,Shokugeki no Souma: Ni no Sara OVA,1832,OVA,2,May 2017 - Jul 2017,7.47
6620,Birthday Boy,10324,Movie,1,2004 - 2004,5.65
6621,Turning Mecard,9362,TV,52,Feb 2015 - Feb 2016,5.89
6622,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,127,Movie,1,Jan 2019 - Jan 2019,8.5
6623,Yoshinaga-sanchi no Gargoyle,4195,TV,13,Apr 2006 - Jun 2006,6.95
6624,AWOL,11386,TV,12,Jan 1998 - Apr 1998,5.32
6625,Hello Kitty no Shirayuki-hime,9060,OVA,1,Jul 1993 - Jul 1993,5.96
6626,Doraemon Movie 13: Nobita to Kumo no Oukoku,3346,Movie,1,Mar 1992 - Mar 1992,7.14
6627,Mach Girl,11675,TV,26,Sep 2008 - Sep 2009,5.19
6628,Soukyuu no Fafner: Dead Aggressor - Right of Left,2237,Special,1,Dec 2005 - Dec 2005,7.37
6629,Hakuouki: Reimeiroku,1972,TV,12,Jul 2012 - Sep 2012,7.43
6630,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,6522,Movie,1,Dec 2019 - Dec 2019,6.48
6631,Himouto! Umaru-chan OVA,2896,OVA,2,Oct 2015 - Apr 2017,7.23
6632,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ Mini Anime",10563,ONA,2,Nov 2020 - Nov 2020,5.58
6633,Bakuman. 2nd Season,206,TV,25,Oct 2011 - Mar 2012,8.35
6634,Abashiri Ikka,11495,OVA,4,May 1991 - Nov 1991,5.27
6635,Tenchi Muyou! Ryououki 2nd Season,1306,OVA,6,Sep 1994 - Sep 1995,7.63
6636,Deep Insanity: The Lost Child,10561,TV,12,Oct 2021 - Dec 2021,5.58
6637,Kemushi no Boro,6086,Movie,1,Mar 2018 - Mar 2018,6.55
6638,Black Jack,1069,OVA,12,Dec 1993 - Dec 2011,7.73
6639,Pianoman Trailer,11362,ONA,1,Dec 2017 - Dec 2017,5.33
6640,Genshiken OVA,1320,OVA,3,Dec 2006 - Apr 2007,7.63
6641,Kinyoubi no Yakusoku,9810,ONA,1,Mar 2016 - Mar 2016,5.78
6642,Hagure Yuusha no Aesthetica: Hajirai Ippai,6303,Special,6,Sep 2012 - Feb 2013,6.52
6643,Kick-Flight,10235,ONA,1,Jun 2019 - Jun 2019,5.67
6644,Hajime no Ippo: Mashiba vs. Kimura,311,OVA,1,Sep 2003 - Sep 2003,8.23
6645,Moom,8601,Movie,1,Mar 2016 - Mar 2016,6.06
6646,Tama Pawns,10786,ONA,6,Jan 2017 - Feb 2017,5.52
6647,Yowamushi Pedal: Re:Generation,3400,Movie,1,Oct 2017 - Oct 2017,7.13
6648,The iDOLM@STER Million Live! 4-shuunen Kinen PV,6391,ONA,1,Mar 2017 - Mar 2017,6.5
6649,Saredo Tsumibito wa Ryuu to Odoru,9825,TV,12,Apr 2018 - Jun 2018,5.78
6650,Tistou Midori no Oyayubi,7068,Movie,1,Mar 1990 - Mar 1990,6.37
6651,Maicching Machiko-sensei,7938,TV,95,Oct 1981 - Oct 1983,6.19
6652,Working'!!,874,TV,13,Oct 2011 - Dec 2011,7.82
6653,Computer Haekjeonham Pokpa Daejakjeon,12355,Movie,1,1983 - 1983,4.74
6654,Neon Genesis Evangelion,205,TV,26,Oct 1995 - Mar 1996,8.35
6655,Sekishoku Elegy,9951,OVA,1,Jun 2007 - Jun 2007,5.74
6656,Super Mario World: Mario to Yoshi no Bouken Land,11836,OVA,1,1991 - 1991,5.11
6657,Hetalia: The World Twinkle,3039,ONA,15,Jul 2015 - Oct 2015,7.2
6658,Cyborg Kuro-chan,3408,TV,66,Oct 1999 - Jan 2001,7.13
6659,Oira no Yakyuu,11373,Movie,1,Mar 1930 - Mar 1930,5.32
6660,The World of Golden Eggs,7151,TV,26,Jan 2005 - Dec 2006,6.35
6661,Kidou Keisatsu Patlabor: New OVA,1563,OVA,16,Nov 1990 - Apr 1992,7.55
6662,Fei Ren Zai,4404,ONA,48,Mar 2018 - Jun 2019,6.9
6663,Requiem (ONA),12726,ONA,1,Jan 2012 - Jan 2012,3.75
6664,Rozen Maiden,2068,TV,12,Oct 2004 - Dec 2004,7.41
6665,Kanon,3689,TV,13,Jan 2002 - Mar 2002,7.07
6666,Zo Zo Zo Zombie-kun,11840,ONA,2,Mar 2017 - Mar 2017,5.11
6667,Shoujo☆Kageki Revue Starlight Movie,108,Movie,1,Jun 2021 - Jun 2021,8.54
6668,Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6278,Special,12,Jul 2008 - Jun 2009,6.52
6669,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,835,OVA,1,Jun 2016 - Jun 2016,7.84
6670,Seikai no Senki,1223,TV,13,Apr 2000 - Jul 2000,7.67
6671,Kaginado Season 2,2296,TV,12,Apr 2022 - Jun 2022,7.35
6672,Twisted-Wonderland 2-shuunen Kinen PV,7275,ONA,1,Mar 2022 - Mar 2022,6.33
6673,Gleipnir,4067,TV,13,Apr 2020 - Jun 2020,6.99
6674,Kiki to Lala no Ohimesama ni Naritai,10605,OVA,1,Apr 1993 - Apr 1993,5.57
6675,Peace Maker Kurogane Special,6364,Special,1,Dec 2003 - Dec 2003,6.51
6676,Saint☆Oniisan,1780,OVA,2,Dec 2012 - Aug 2013,7.48
6677,Lv1 Maou to One Room Yuusha,4763,TV,12,Jul 2023 -,6.82
6678,Quanzhi Gaoshou 2,717,ONA,12,Sep 2020 - Dec 2020,7.91
6679,PiKA PiKA,12103,Movie,1,2006 - 2006,4.95
6680,IDOLiSH7 Third Beat! Part 2,236,TV,17,Oct 2022 - Feb 2023,8.31
6681,Hataraku Oniisan!,7120,TV,12,Jan 2018 - Mar 2018,6.36
6682,Wind: A Breath of Heart Specials,8473,Special,4,Dec 2004 - Dec 2004,6.09
6683,Artiswitch Picture Drama,6778,ONA,5,Dec 2021 - Feb 2022,6.42
6684,Pretty Rhythm: Dear My Future,5474,TV,51,Apr 2012 - Mar 2013,6.68
6685,Last Exile: Ginyoku no Fam Movie - Over the Wishes,7633,Movie,1,Feb 2016 - Feb 2016,6.26
6686,Harukanaru Toki no Naka de: Ajisai Yumegatari,8198,OVA,2,Mar 2002 - Jan 2003,6.14
6687,Mahoutsukai no Yome: Hoshi Matsu Hito,445,OVA,3,Sep 2016 - Sep 2017,8.11
6688,Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,6772,Special,1,Dec 2021 - Dec 2021,6.43
6689,Chou Kousoku Galvion,8725,TV,22,Feb 1984 - Apr 1984,6.03
6690,Idol Densetsu Eriko,4099,TV,51,Apr 1989 - Mar 1990,6.98
6691,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,9133,Movie,1,Mar 2007 - Mar 2007,5.94
6692,Shousei Shikisai Gensou,12632,Movie,1,2014 - 2014,4.33
6693,One Piece: Mamore! Saigo no Dai Butai,2454,Special,1,Dec 2003 - Dec 2003,7.32
6694,Noblesse: Awakening,2170,ONA,1,Feb 2016 - Feb 2016,7.38
6695,Esper Mami: Hoshizora no Dancing Doll,9684,Movie,1,Mar 1988 - Mar 1988,5.81
6696,Zombieland Saga Revenge,584,TV,12,Apr 2021 - Jun 2021,8.01
6697,Yahabe,11773,OVA,1,Aug 2012 - Aug 2012,5.14
6698,Fushigi no Umi no Nadia,1655,TV,39,Apr 1990 - Apr 1991,7.52
6699,Muteki Koujin Daitarn 3,3305,TV,40,Jun 1978 - Mar 1979,7.15
6700,Quiz Magic Academy: The Original Animation,8608,OVA,1,Sep 2008 - Sep 2008,6.06
6701,Mayo Chiki!,2907,TV,13,Jul 2011 - Sep 2011,7.23
6702,Seirei no Moribito,432,TV,26,Apr 2007 - Sep 2007,8.13
6703,Tantei Opera Milky Holmes: Summer Special,4308,Special,1,Aug 2011 - Aug 2011,6.93
6704,Slayers Try,897,TV,26,Apr 1997 - Sep 1997,7.81
6705,KJ File,12248,TV,13,Jul 2022 - Oct 2022,4.83
6706,Magical Suite Prism Nana,9708,OVA,7,Nov 2015 -,5.8
6707,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,8083,ONA,7,Sep 2006 - Feb 2007,6.16
6708,Xue Ying Ling Zhu 2nd Season,2624,ONA,22,Dec 2020 - Mar 2021,7.28
6709,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,2811,TV,12,Jul 2021 - Sep 2021,7.25
6710,Zanting! Rang Wo Cha Gonglüe,7076,ONA,12,May 2022 - Jul 2022,6.37
6711,Green Green OVA,8994,OVA,1,Dec 2002 - Dec 2002,5.97
6712,Kappa Kawatarou,11327,Movie,1,Apr 1954 - Apr 1954,5.34
6713,Yi Ren Zhi Xia,4787,TV,12,Jul 2016 - Sep 2016,6.82
6714,Airy Me,7473,Movie,1,Jul 2013 - Jul 2013,6.29
6715,Shounen Sunday CM: Devil & Devil,11275,Special,1,Nov 1998 - Nov 1998,5.36
6716,Baby☆Love,8186,OVA,1,Nov 1997 - Nov 1997,6.14
6717,Digimon Ghost Game,5151,TV,67,Oct 2021 - Mar 2023,6.74
6718,Yin Yang Shi: Ping An Wu Yu,8101,ONA,12,Apr 2018 - Jul 2018,6.16
6719,Ling Yu 3rd Season,6505,ONA,12,Jul 2016 - Oct 2016,6.48
6720,3D Kanojo: Real Girl 2nd Season,1203,TV,12,Jan 2019 - Mar 2019,7.67
6721,Kyoto Teramachi Sanjou no Holmes,5189,TV,12,Jul 2018 - Sep 2018,6.73
6722,Ginga no Uo Ursa Minor Blue,7998,OVA,1,May 1993 - May 1993,6.18
6723,Kiniro Mosaic,2902,TV,12,Jul 2013 - Sep 2013,7.23
6724,Detective Conan Movie 10: Promo Special,1316,Special,1,2006 - 2006,7.63
6725,I Love Picnic,11431,Special,1,2003 - 2003,5.3
6726,Kindaichi Shounen no Jikenbo Returns 2nd Season,1263,TV,22,Oct 2015 - Mar 2016,7.65
6727,Wan Yu Feng Shen,8471,ONA,60,Dec 2021 - Jul 2022,6.09
6728,Pandora Hearts Omake,2360,Special,9,Jul 2009 - Mar 2010,7.34
6729,Dragon Ball Super: Broly - Skytree Super,3012,Special,1,Nov 2018 - Nov 2018,7.21
6730,Seitokai Yakuindomo,1521,TV,13,Jul 2010 - Sep 2010,7.56
6731,Kiki to Lala no Habatake! Pegasus,10914,OVA,1,Mar 1994 - Mar 1994,5.47
6732,Pokemon XY: Odemashi Ko Majin Hoopa,6574,OVA,1,Jun 2015 - Jun 2015,6.47
6733,Tonari no Kyuuketsuki-san,3607,TV,12,Oct 2018 - Dec 2018,7.09
6734,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",682,Special,1,Jul 2008 - Jul 2008,7.93
6735,Hokuto no Ken: Raoh Gaiden Gekitou-hen,1506,Movie,1,Apr 2007 - Apr 2007,7.56
6736,Izumo,10601,OVA,2,Sep 1991 - Oct 1991,5.57
6737,Saiki Kusuo no Ψ-nan (ONA),3457,ONA,1,Aug 2013 - Aug 2013,7.12
6738,Shuumatsu no Walküre,5183,ONA,12,Jun 2021 - Jun 2021,6.74
6739,H. P. Lovecraft's The Dunwich Horror and Other Stories,9579,OVA,1,Aug 2007 - Aug 2007,5.84
6740,Big Order (TV),11259,TV,10,Apr 2016 - Jun 2016,5.36
6741,Senki Zesshou Symphogear GX,1941,TV,13,Jul 2015 - Sep 2015,7.44
6742,Li Shi Zhentan Shiwusuo: A Day in Lungmen - Once Upon a Time in Lungmen,10305,ONA,1,Jan 2023 - Jan 2023,5.65
6743,Kamisama no Inai Nichiyoubi: Kioku,4546,Special,1,Feb 2014 - Feb 2014,6.87
6744,Onmyou Taisenki,3453,TV,52,Nov 2004 - Sep 2005,7.12
6745,Kachikachi Yama,11540,Movie,1,Oct 1917 - Oct 1917,5.26
6746,Top Secret: The Revelation,2699,TV,26,Apr 2008 - Oct 2008,7.27
6747,Hoshi no Yuuenchi,12337,OVA,1,Oct 1989 - Oct 1989,4.76
6748,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,2884,TV,12,Jul 2019 - Sep 2019,7.23
6749,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,492,Special,1,Sep 2005 - Sep 2005,8.08
6750,Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,11465,OVA,1,Oct 1994 - Oct 1994,5.28
6751,Ninja Collection,12725,TV,13,Jul 2020 - Oct 2020,3.75
6752,Shoukoushi Cedie,2607,TV,43,Jan 1988 - Dec 1988,7.29
6753,Chibi Maruko-chan (1995),2732,TV,?,Jan 1995 -,7.26
6754,Beyblade Burst,6319,TV,51,Apr 2016 - Mar 2017,6.51
6755,DNA² OVA,6413,OVA,3,Feb 1995 - Jun 1995,6.5
6756,Mach GoGoGo,5561,TV,52,Apr 1967 - Mar 1968,6.66
6757,Yamada-kun to 7-nin no Majo PV,2777,ONA,1,Aug 2013 - Aug 2013,7.26
6758,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",4241,TV,13,Oct 2021 - Dec 2021,6.94
6759,Emblem Take 2,6150,OVA,2,Oct 1993 - Nov 1995,6.54
6760,Burutabu-chan,11222,TV,?,-,5.37
6761,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,1088,Movie,1,Sep 2016 - Sep 2016,7.72
6762,Yankee-kun na Yamada-kun to Megane-chan to Majo,4024,Special,1,Aug 2015 - Aug 2015,7
6763,Lime-iro Ryuukitan X,10174,TV,13,Jan 2005 - Mar 2005,5.68
6764,Initial D Extra Stage,2497,OVA,2,Mar 2001 - Mar 2001,7.31
6765,Garo: Guren no Tsuki - Yurugaro,10942,TV,8,Jan 2016 - Mar 2016,5.47
6766,Buddy Complex: Daremo Shiranai Ashita e,4402,ONA,1,Sep 2014 - Sep 2014,6.9
6767,Dounika Naru Hibi,11216,Movie,1,Oct 2020 - Oct 2020,5.38
6768,Kidou Senshi Gundam ZZ,5461,TV,47,Mar 1986 - Jan 1987,6.68
6769,Kara no Kyoukai Movie 8: Shuushou,2977,Special,1,Feb 2011 - Feb 2011,7.21
6770,Backkom Sports,10337,TV,52,2009 - 2009,5.64
6771,Furidashi,11548,Movie,1,2016 - 2016,5.25
6772,Cosmic Baton Girl Comet-san☆,2286,TV,43,Apr 2001 - Jan 2002,7.35
6773,Oh! Family,7437,TV,26,Oct 1986 - Mar 1987,6.3
6774,Sasami: Mahou Shoujo Club,5930,TV,13,Apr 2006 - Jul 2006,6.59
6775,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,4302,OVA,1,Jun 2013 - Jun 2013,6.93
6776,Hashire Melos,11348,Movie,1,1979 - 1979,5.33
6777,Kagaku Ninja-tai Gatchaman,4282,TV,105,Oct 1972 - Sep 1974,6.93
6778,Kamiusagi Rope x Boruto: Naruto Next Generations,10899,ONA,1,Oct 2017 - Oct 2017,5.48
6779,Mayoiga,10868,TV,12,Apr 2016 - Jun 2016,5.49
6780,Oruchuban Ebichu,2224,TV,24,Aug 1999 - Oct 1999,7.37
6781,Shadow Skill,6445,OVA,1,Oct 1995 - Oct 1995,6.5
6782,Nora,12638,OVA,1,Jan 1985 - Jan 1985,4.3
6783,Kare Baka: Wagahai no Kare wa Baka de R,9689,ONA,8,Oct 2015 - Jan 2016,5.81
6784,Mahou Shoujo Magical Destroyers,6892,TV,12,Apr 2023 - Jun 2023,6.4
6785,Mahoutsukai ni Taisetsu na Koto,5341,TV,12,Jan 2003 - Mar 2003,6.7
6786,Mieruko-chan,1998,TV,12,Oct 2021 - Dec 2021,7.42
6787,Sasurai no Taiyou,6978,TV,26,Apr 1971 - Sep 1971,6.39
6788,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,2214,Movie,1,Mar 2008 - Mar 2008,7.37
6789,.hack//G.U. Returner,5509,OVA,1,Jan 2007 - Jan 2007,6.67
6790,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,3098,OVA,1,2008 - 2008,7.19
6791,Aria the Benedizione,647,Movie,1,Dec 2021 - Dec 2021,7.95
6792,Tales of Zestiria: Doushi no Yoake,2254,Special,1,Dec 2014 - Dec 2014,7.36
6793,Yuusha-Ou GaoGaiGar Final,489,OVA,8,Jan 2000 - Mar 2003,8.08
6794,Space Fantasia 2001 Nights,7732,OVA,1,Jun 1987 - Jun 1987,6.24
6795,Mouretsu Pirates: Abyss of Hyperspace,3590,Movie,1,Feb 2014 - Feb 2014,7.09
6796,Gift: Eternal Rainbow,5988,TV,12,Oct 2006 - Dec 2006,6.58
6797,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,8955,Special,1,Dec 1988 - Dec 1988,5.98
6798,Ultraman Kids: M7.8 Sei no Yukai na Nakama,11156,Movie,1,Mar 1984 - Mar 1984,5.4
6799,Kazoku no Hanashi,6862,ONA,1,Nov 2013 - Nov 2013,6.41
6800,Nonsense Monogatari Dai Ippen: Sarugashima,12020,Movie,1,Feb 1931 - Feb 1931,5.01
6801,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,1004,TV,12,Apr 2018 - Jun 2018,7.76
6802,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,1267,Special,1,Dec 2013 - Dec 2013,7.65
6803,Tekken: Blood Vengeance,5877,Movie,1,Jul 2011 - Jul 2011,6.6
6804,Suisei no Freyline: Prologue,11154,Special,1,Mar 2022 - Mar 2022,5.4
6805,Choujuu Giga,8828,ONA,3,Mar 2016 - Nov 2016,6.01
6806,Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,1725,ONA,1,Oct 2022 - Oct 2022,7.5
6807,Kakushin,9749,ONA,1,Mar 2016 - Mar 2016,5.8
6808,Show by Rock!! Stars!!,3463,TV,12,Jan 2021 - Mar 2021,7.12
6809,.hack//Versus: The Thanatos Report,7562,Special,1,Jun 2012 - Jun 2012,6.27
6810,Kuma Kuma Kuma Bear,2904,TV,12,Oct 2020 - Dec 2020,7.23
6811,Lupin III: Goodbye Partner,4898,Special,1,Jan 2019 - Jan 2019,6.79
6812,Bishoujo Senshi Sailor Moon: Sailor Stars,659,TV,34,Mar 1996 - Feb 1997,7.94
6813,Backkom Specials,9729,ONA,8,2007 - 2013,5.8
6814,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,4808,Special,1,Sep 2004 - Sep 2004,6.82
6815,Holy Knight,9255,OVA,2,Mar 2012 - May 2012,5.92
6816,Psycho-Pass Movie,1130,Movie,1,Jan 2015 - Jan 2015,7.71
6817,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,6009,Special,1,2002 - 2002,6.57
6818,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,1923,Movie,1,Feb 2019 - Feb 2019,7.44
6819,A Piece of Phantasmagoria,7985,OVA,15,1995 - 1995,6.18
6820,Ichigo Mashimaro,1321,TV,12,Jul 2005 - Oct 2005,7.63
6821,Bakuretsu Hunters OVA,6689,OVA,3,Dec 1996 - Apr 1997,6.44
6822,Koukaku Kidoutai: Shin Movie,1981,Movie,1,Jun 2015 - Jun 2015,7.43
6823,Durarara!!x2 Ten: Onoroke Chakapoko,1617,Special,1,Jan 2016 - Jan 2016,7.53
6824,Dogs: Bullets & Carnage,2552,OVA,4,May 2009 - Jul 2009,7.3
6825,Bakuretsu Tenshi,4921,TV,24,Apr 2004 - Sep 2004,6.79
6826,Saki,1867,TV,25,Apr 2009 - Sep 2009,7.46
6827,Dog Days' Specials,5698,Special,13,Sep 2012 - Mar 2013,6.63
6828,Huyao Xiao Hongniang: Liang Shenghua,5912,ONA,12,Mar 2021 - Jun 2021,6.59
6829,Houkago no Shokuinshitsu,11962,OVA,2,Apr 1994 - Jan 1995,5.04
6830,Mo Dao Zu Shi: Wanjie Pian,98,ONA,12,Aug 2021 - Oct 2021,8.55
6831,Chocotan!,9444,Special,1,Mar 2013 - Mar 2013,5.87
6832,Hataage! Kemono Michi,5838,TV,12,Oct 2019 - Dec 2019,6.61
6833,Wakaokami wa Shougakusei!,5884,TV,24,Apr 2018 - Sep 2018,6.6
6834,Kung Fu Liaoli Niang,8201,ONA,1,Jul 2011 - Jul 2011,6.14
6835,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,4585,Special,1,Jun 2006 - Jun 2006,6.86
